,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE,HISTID
4500165,1940,194002,4039426,1.0,,8,1,1,1.0,1,52,1,100,0,0,55,5500,0,0.0,,,,,,,512,459,36,35828AC4-68F2-4BF1-ABBA-41524F3CD211
3770966,1940,194002,3818900,1.0,,8,1,4,1.0,1,6,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,D72789DA-DEB1-4229-A86D-788BA073E378
3005390,1930,193004,3064576,1.0,,8,1,4,1.0,2,65,1,100,0,0,19,1900,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,6CACC739-58B2-42D7-9F6F-0253D6596547
395998,1900,190004,1103556,1.0,,8,1,6,1.0,2,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,A56C486B-F4C5-441D-AEB3-2503C9DD1E5A
2939477,1930,193004,3045877,1.0,,8,1,4,1.0,2,18,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,32D947AB-5B17-494A-812F-FBAAC4B803D3
3241378,1930,193004,3128091,1.0,,8,1,4,1.0,2,11,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,07D523A5-5F19-4707-A4ED-7E754F725129
789357,1910,191004,1533899,1.0,,8,1,1,1.0,1,26,5,500,0,0,501,50100,5,3.0,2.0,1.0,100.0,2.0,4.0,43.0,979,0,0,1D91A42E-66A7-43D2-9F6D-BAACE3803541
653060,1900,190004,1166375,1.0,,8,1,2,1.0,2,29,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,ECBD005F-6BC1-4D50-9354-8B87AE5677CD
3494871,1930,193004,3195437,1.0,,8,1,6,1.0,1,72,1,100,0,0,17,1700,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,BC2612E8-59D0-4441-B1A2-9B88E2611745
3827095,1940,194002,3837722,1.0,,8,1,14,1.0,1,73,1,100,0,0,450,45000,0,5.0,,,,,,,999,0,0,74BEEC7E-E4FC-41CC-A9D4-1EEDEB3007CE
546008,1900,190004,1140641,1.0,,8,1,2,1.0,2,28,1,100,0,0,39,3900,4,0.0,0.0,,,2.0,1.0,10.0,999,0,0,C7046BBC-9DC4-438E-A255-7AD937582734
1075976,1910,191004,1610826,1.0,,8,1,3,1.0,2,8,1,100,0,0,8,800,2,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,ADDAD9F8-476C-41C7-B71F-6BD613707A47
2587801,1930,193004,2942392,1.0,,8,1,2,1.0,2,50,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,7BA7AD36-4D55-47CF-9403-6D1262D6B8A1
3094130,1930,193004,3089685,1.0,,8,1,2,1.0,2,62,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,1680ECC6-4E40-41CB-9768-A0E22DF6F789
986227,1910,191004,1585935,1.0,,8,1,5,1.0,1,0,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,38226520-8968-4749-B670-94AEAF4B6CE2
1981526,1920,192003,2156511,1.0,,8,1,1,1.0,1,36,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1.0,10.0,979,979,0,47A6504E-85F9-4D00-B04D-F4D9FE98C54D
4595771,1940,194002,4074534,1.0,,8,4,1,1.0,2,28,1,100,0,0,30,3000,0,0.0,,,,,,,390,916,25,98247A08-5C1D-45D1-9D0E-F22E25B60FA7
3432781,1930,193004,3179658,1.0,,8,1,1,1.0,1,36,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,100,105,14,3AA46BD3-AA51-4A21-BF53-C61BD9D1E4C2
3412227,1930,193004,3174443,1.0,,8,1,7,1.0,1,11,1,140,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,12.0,999,0,0,A783EC60-F4A0-400C-A97C-085A659C5B79
330797,1900,190004,1087972,1.0,,8,1,2,1.0,2,43,1,100,0,0,150,15010,5,0.0,2.0,,,2.0,1.0,10.0,999,0,0,1BD8986E-0A2B-4915-82B8-761204EED0F0
1553177,1910,191004,1734080,1.0,,8,1,2,1.0,2,20,1,100,0,0,31,3100,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,B088A26F-8DE7-4598-BAE0-935DCB9F7EC0
2950037,1930,193004,3048614,1.0,,8,1,4,1.0,1,76,1,100,0,0,42,4200,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,763,979,25,81691D65-5438-4EA4-8F3C-475188BB9B9C
4230779,1940,194002,3957382,1.0,,8,1,1,1.0,1,33,1,100,0,0,8,800,0,0.0,,,,,,,820,105,9,020EAB00-8473-42C1-82EA-2E9F2ACE5723
1422486,1910,191004,1698712,1.0,,8,1,1,1.0,1,68,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1.0,10.0,100,105,14,9B5E3CB2-F8CB-46C9-8AD2-A88291F7D140
2516416,1920,192003,2294338,1.0,,8,1,3,1.0,2,14,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,818501FC-AFA5-4C85-8452-B32DF887C1B8
2977125,1930,193004,3055874,1.0,,8,1,11,1.0,2,3,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,C58442FC-89A8-4EEA-AEDC-5E2A258649E8
3188394,1930,193004,3115082,1.0,,8,1,2,1.0,2,44,1,100,0,0,434,43400,5,3.0,5.0,10.0,1000.0,1.0,1.0,10.0,999,0,0,6036CE94-DB3F-4C1C-8064-4B1C80B4945F
908757,1910,191004,1565930,1.0,,8,2,12,1.0,1,24,1,100,0,0,99,9900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,820,105,9,5B884450-3576-4B54-B640-C0BA552FB845
4599864,1940,194002,4076502,1.0,,8,4,1,1.0,1,52,1,100,0,0,150,15000,0,2.0,,,,,,,999,0,0,9257F901-5787-4943-927E-11A5CB40DD67
4421807,1940,194002,4014021,1.0,,8,1,3,1.0,1,39,1,100,0,0,31,3100,0,0.0,,,,,,,970,246,20,2D66EABD-7766-4E0A-A40E-5A292F975C6B
3233242,1930,193004,3126237,1.0,,8,1,3,1.0,1,14,1,100,4,430,8,800,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,808AF382-AE7D-444D-8A2B-E50DAC698D69
3740539,1940,194002,3808744,1.0,,8,1,3,1.0,1,0,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,31040C46-85B6-435D-8D58-7689D9709CD5
1088613,1910,191004,1614001,1.0,,8,1,3,1.0,1,15,1,100,0,0,31,3100,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,BCF21D66-E746-49D4-B114-4C3419523BEE
1622909,1920,192003,2044887,1.0,,8,1,7,1.0,1,75,1,100,0,0,42,4200,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,413A4D17-3526-480D-A8B2-30CC98C362E9
1075757,1910,191004,1610763,1.0,,8,1,6,1.0,1,13,1,100,0,0,36,3600,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,49C477DB-74B3-47C0-A09C-EA0743D752A6
3538160,1930,193004,3205593,1.0,,8,1,2,1.0,2,26,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,DC47E9B9-229A-4C69-AF8E-BF2C383A2A76
2496313,1920,192003,2289446,1.0,,8,1,1,1.0,1,25,1,100,0,0,19,1900,2,0.0,0.0,,,2.0,1.0,10.0,490,667,24,868FBC05-F3BC-42FF-BA14-9889EC3F1D4B
3053538,1930,193004,3079458,1.0,,8,1,3,1.0,1,17,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,820,105,9,DAB649F4-BF8C-4187-936C-B13C78958EC2
473957,1900,190004,1122934,1.0,,8,1,6,1.0,1,16,1,100,0,0,17,1700,1,0.0,0.0,,,1.0,1.0,10.0,650,216,24,490AF975-5B62-440E-8055-747A1E89E4B7
1680142,1920,192003,2059908,1.0,,8,1,10,1.0,2,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,5ED856DC-DF49-48CC-ADDD-7592ACC14336
1925042,1920,192003,2139369,1.0,,8,1,1,1.0,1,54,1,100,0,0,150,15000,5,3.0,5.0,,,2.0,1.0,10.0,512,459,36,71A894BF-ADC3-4843-8A55-E20A79A9A3C7
1677212,1920,192003,2059160,1.0,,8,1,1,1.0,1,59,1,100,0,0,405,40500,5,2.0,5.0,,,2.0,1.0,10.0,650,239,24,35B250F0-8E64-4A58-8123-23A7E3840BDA
1963169,1920,192003,2151541,1.0,,8,1,1,1.0,1,46,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1.0,10.0,321,526,26,A06593BA-3895-42D6-A842-F678B9E3CF4A
1267101,1910,191004,1661199,1.0,,8,1,8,1.0,1,0,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,ED4D4441-D0B1-4294-807E-F5354D54AE70
1727370,1920,192003,2071747,1.0,,8,1,3,1.0,1,20,1,100,0,0,47,4700,1,0.0,0.0,,,2.0,1.0,10.0,310,358,22,90B162A4-0392-4549-9C40-BAD8FE788E46
1653807,1920,192003,2052889,1.0,,8,1,1,1.0,1,67,1,100,0,0,6,600,1,0.0,0.0,,,2.0,1.0,10.0,820,105,9,6D7CCA39-6EBF-43C1-8DCE-876499E9838D
3882025,1940,194002,3854274,1.0,,8,1,1,1.0,2,48,1,100,0,0,29,2900,0,0.0,,,,,,,290,686,42,A068681E-A177-43C1-8B1F-C9A117FC4134
1507759,1910,191004,1721613,1.0,,8,1,4,1.0,1,27,1,100,0,0,17,1700,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,564,246,23,F526A2C9-A153-4607-AAE8-8A19E356A954
2164547,1920,192003,2204683,1.0,,8,1,2,1.0,2,57,1,100,0,0,35,3500,1,0.0,0.0,,,1.0,1.0,10.0,999,0,0,EA377675-036E-42BE-86B0-2FBF3BAA547E
3361451,1930,193004,3158456,1.0,,8,1,5,1.0,2,21,2,200,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,2.0,20.0,720,826,6,A7772FAB-15E1-4132-AB99-3BD5BF04238F
3144884,1930,193004,3104121,1.0,,8,1,6,1.0,2,12,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,53678835-07C9-44FE-B7AD-971A7041B155
889905,1910,191004,1559948,1.0,,8,1,2,1.0,2,44,1,100,0,0,19,1900,2,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,918437C9-3F1E-44A8-9077-018891ED9E3B
2635108,1930,193004,2955703,1.0,,8,1,2,1.0,2,38,1,140,0,0,35,3500,1,0.0,0.0,0.0,0.0,1.0,1.0,12.0,999,0,0,55701142-37EB-4804-A9E2-C3F881105155
3579979,1940,194002,3761796,1.0,,8,1,2,1.0,2,40,1,100,0,0,29,2900,0,0.0,,,,,,,784,679,11,1E1790B7-00EE-46D7-8F3E-B8A6D90946D7
3664379,1940,194002,3787384,1.0,,8,1,1,1.0,2,91,1,100,0,0,39,3900,0,0.0,,,,,,,999,0,0,C5C7692D-5AF1-44FD-B064-4BC9267FF2CF
2307852,1920,192003,2240020,1.0,,8,1,1,1.0,2,40,1,100,0,0,19,1900,1,0.0,0.0,,,1.0,1.0,10.0,490,646,24,F7963B3D-C081-451B-AE95-581C485DC3C2
4117673,1940,194002,3920829,1.0,,8,1,4,1.0,1,1,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,ABEE968A-487E-48AB-94D6-C1CAA2CF841C
2923800,1930,193004,3041405,1.0,,8,1,3,1.0,1,1,2,200,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,2.0,20.0,999,0,0,6324BB80-B054-4CCE-8121-30CA2AB0DA3C
637029,1900,190004,1162086,1.0,,8,1,2,1.0,1,20,1,100,0,0,18,1800,1,0.0,0.0,,,2.0,1.0,10.0,490,686,24,C124B879-88EA-49BB-AE13-EB6AAD6FE2F2
1750978,1920,192003,2078522,1.0,,8,1,7,1.0,2,21,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,EDF00D0B-BB92-40A4-92F4-E839A335C7AA
2404922,1920,192003,2266015,1.0,,8,1,4,1.0,1,9,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,21C904AC-44A4-4FF1-9EBB-911124732090
1422452,1910,191004,1698705,1.0,,8,4,11,1.0,1,44,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,A9E484EA-FDFB-4CDA-AAA5-618EA79153B4
3086215,1930,193004,3087833,1.0,,8,1,3,1.0,1,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,7FB72FAD-2FCC-4690-A3B9-499F2F75AAF4
2131577,1920,192003,2196618,1.0,,8,1,1,1.0,1,58,1,100,0,0,54,5400,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,26D5AD97-EDB8-4086-84D7-70B970FA4315
4029994,1940,194002,3896323,1.0,,8,1,5,1.0,2,11,1,100,0,0,30,3000,0,0.0,,,,,,,999,0,0,70C633B6-A700-41C6-B5F8-66786EDBEFF2
2538176,1930,193004,2929035,1.0,,8,1,4,1.0,2,50,1,100,0,0,17,1700,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,700,826,7,A76E7C6C-483B-4509-952F-F9B52E7A7A0F
2152663,1920,192003,2201947,1.0,,8,1,7,1.0,1,1,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,3CE9FEA6-4CF5-4196-A8BD-30782A155B4F
3217417,1930,193004,3122438,1.0,,8,1,1,1.0,1,42,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,820,105,9,8F02B234-2AFE-47AF-A31F-8157D4F8AB80
2975893,1930,193004,3055550,1.0,,8,1,3,1.0,2,19,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,AA7A90D0-0001-4AB4-A234-B910D55737B9
2335739,1920,192003,2247138,1.0,,8,1,6,1.0,1,16,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,830,105,4,644A9D76-BF8F-4A52-AF2C-65F5C878B70C
2968778,1930,193004,3053494,1.0,,8,1,2,1.0,2,34,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,F05DFE45-DF6C-4E1B-A9C5-84322C49655B
3641749,1940,194002,3780451,1.0,,8,1,2,1.0,2,62,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,F1BA3FD1-57D2-46BB-BA76-6B4A0DE3E4B0
786406,1910,191004,1533128,1.0,,8,1,1,1.0,1,42,1,100,0,0,17,1700,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,F5BF1B24-0B62-403D-A089-0EF65931BE7B
2386027,1920,192003,2261291,1.0,,8,1,4,1.0,2,9,1,140,1,100,200,20000,5,3.0,1.0,,,0.0,1.0,12.0,999,0,0,49ECBD09-78B9-4D0B-BBF5-28979AE77D1A
3019348,1930,193004,3069068,1.0,,8,2,4,1.0,1,50,1,100,0,0,5,500,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,970,997,20,078BAE47-EB44-4C7C-9EB0-272623511A66
4629267,1940,194002,4088098,1.0,,8,1,3,1.0,2,17,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,C14BF5C9-CA3E-4DDB-809D-916B4C440EB2
2290777,1920,192003,2235762,1.0,,8,1,2,1.0,2,46,1,100,0,0,450,45000,5,4.0,4.0,,,2.0,1.0,10.0,999,0,0,5024262F-FF2A-4201-AC6C-28E4B238D5EE
288234,1900,190004,1077456,1.0,,8,1,6,1.0,2,9,2,200,0,0,8,800,1,0.0,0.0,,,0.0,2.0,20.0,999,0,0,DCE7DC81-BFFF-4A48-866B-90A62EF93DF3
3026622,1930,193004,3071246,1.0,,8,1,3,1.0,2,18,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,18F33681-B62E-4B93-96EA-6FAD97D44E83
832337,1910,191004,1545736,1.0,,8,4,1,1.0,2,25,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,4C51B2FA-0D75-49F3-9737-3298AD7C5D9B
1434772,1910,191004,1701833,1.0,,8,1,2,1.0,2,32,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,166BAE01-7ECB-44FF-8FE2-DD94EA8B2A88
939633,1910,191004,1574027,1.0,,8,1,1,1.0,1,30,1,100,0,0,434,43400,5,3.0,2.0,1.0,100.0,2.0,1.0,10.0,970,997,20,C8D4CBCA-2A39-4110-AA90-C1E5DFF7FA4D
1357687,1910,191004,1682762,1.0,,8,1,4,1.0,1,13,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,A287B8A1-12EC-4AF5-9DEB-EFD59C42F8D0
118382,1880,188003,643899,1.0,,8,1,3,1.0,1,1,1,100,0,0,8,800,3,,,,,,1.0,10.0,999,0,0,f8d0c60b-0d4d-43e8-b8dd-2e2d70ff5a3d
879484,1910,191004,1557354,1.0,,8,1,4,1.0,1,5,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,93C91689-6BA1-4F41-80BC-9D48365E1FA5
3759257,1940,194002,3814521,1.0,,8,1,5,1.0,1,21,1,100,0,0,8,800,0,0.0,,,,,,,490,636,24,55055DD8-FB30-4249-A46E-A72B2F035D1E
3189810,1930,193004,3115393,1.0,,8,1,1,1.0,1,55,1,140,0,0,8,800,1,0.0,0.0,0.0,0.0,1.0,1.0,12.0,650,216,24,1CBD4F5F-59DF-4C52-A3A4-552063417834
4137140,1940,194002,3926529,1.0,,8,1,3,1.0,2,10,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,A7D96DAF-F626-4D40-B7B0-9E797F00D5DB
3169917,1930,193004,3110706,1.0,,8,1,1,1.0,2,75,1,100,0,0,150,15000,5,2.0,5.0,1.0,100.0,2.0,1.0,10.0,999,0,0,A9BC748F-1721-441C-85AF-0BA7BD0F4EBE
1299192,1910,191004,1668311,1.0,,8,1,3,1.0,2,8,1,100,1,100,8,800,2,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,77085DC4-9FDB-4E69-9872-0267CA22795B
487885,1900,190004,1126470,1.0,,8,1,3,1.0,1,11,1,100,0,0,20,2000,2,0.0,0.0,,,2.0,1.0,10.0,983,0,0,50558197-D038-4BA7-951F-A4403EF302DD
2115132,1920,192003,2192529,1.0,,8,1,1,1.0,1,41,1,100,0,0,455,45500,5,2.0,5.0,,,2.0,1.0,10.0,100,105,14,0B7F645A-4E5B-48E6-9031-52C9A76A0C07
2762293,1930,193004,2990933,1.0,,8,3,7,1.0,2,31,1,100,0,0,19,1900,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,987,0,0,E3DDD642-A575-4500-AC22-D44468449EB6
4345953,1940,194002,3989455,1.0,,8,1,3,1.0,1,16,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,B6A2D3B9-4ACD-4DAA-88B7-6300B1D0E571
257814,1900,190004,1069735,1.0,,8,1,1,1.0,1,45,1,100,0,0,23,2300,3,0.0,0.0,,,2.0,1.0,10.0,57,859,20,3E82C0BF-AF76-4249-A3CE-3FA3EFB4CCDB
1172869,1910,191004,1636831,1.0,,8,1,5,1.0,2,11,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,DC1AD4ED-B946-4F37-9949-2EAA2181D6B9
2716827,1930,193004,2977677,1.0,,8,1,3,1.0,2,9,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,F4A758D6-7EB0-4D5B-886B-7A87874BAC31
3591590,1940,194002,3764971,1.0,,8,1,1,1.0,1,31,1,100,0,0,8,800,0,0.0,,,,,,,390,936,25,A551BFF0-FA15-4999-A718-FA9C52174123
3376906,1930,193004,3164936,1.0,,8,1,5,1.0,2,17,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,11E70ABB-FFA4-48FA-B760-4A4BD54835F3
2832270,1930,193004,3011815,1.0,,8,1,2,1.0,2,48,1,100,0,0,17,1700,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,5A149711-7A0F-4DDA-9E2F-5D820228E6AC
4393352,1940,194002,4004611,1.0,,8,1,4,1.0,2,7,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,F2E72C66-BEA3-428A-87C7-40208B1A6529
600206,1900,190004,1153426,1.0,,8,1,2,1.0,2,23,1,100,0,0,47,4700,1,0.0,0.0,,,2.0,1.0,10.0,93,888,27,7B9F7AA2-5D8A-4CA4-86A2-04DDE54456B7
1253130,1910,191004,1657630,1.0,,8,1,2,1.0,2,41,1,100,0,0,405,40500,5,0.0,5.0,1.0,100.0,2.0,1.0,10.0,999,0,0,E03D288F-5B88-45F1-9D91-1A7451D3B98F
15844,1870,187003,7510034,1.0,1870075100343.0,8,1,4,1.0,1,13,1,100,0,0,27,2700,1,0.0,,,,,1.0,10.0,995,0,0,34900D0B-5DB8-4905-8CEF-DD00DCD71CCF
4510921,1940,194002,4043006,1.0,,8,1,3,1.0,2,15,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,61B78B1D-AA20-40D4-B685-9ED62168B276
4079196,1940,194002,3910392,1.0,,8,1,4,1.0,2,4,1,100,0,0,35,3500,0,0.0,,,,,,,999,0,0,F6BB2182-4BE7-47D9-9A34-7046BE581AEA
3837607,1940,194002,3840876,1.0,,8,1,6,1.0,2,10,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,5D3970B6-BD0B-4C0A-9B1E-55043943ED69
50134,1880,188003,626270,1.0,,8,1,2,1.0,1,15,1,100,0,0,17,1700,1,,,,,,1.0,10.0,983,0,0,df64faa4-dc13-421e-99c4-60be3bbebf61
918892,1910,191004,1568943,1.0,,8,1,2,1.0,2,58,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,3679B4F1-40B8-4673-886F-5C19925F09E6
3200567,1930,193004,3118133,1.0,,8,1,5,1.0,2,7,2,200,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,2.0,20.0,999,0,0,25A33FEC-FDC1-4744-867C-8D5B39C3F89B
882032,1910,191004,1557955,1.0,,8,1,1,1.0,1,65,1,100,0,0,36,3600,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,100,105,14,45FE5643-BBDD-453B-A310-411A819AAE3D
3808643,1940,194002,3832179,1.0,,8,1,1,1.0,2,40,1,100,0,0,20,2000,0,0.0,,,,,,,999,0,0,1424FE04-E4BF-4D6A-9495-A3F645BBDB1B
2623113,1930,193004,2952092,1.0,,8,1,2,1.0,2,58,1,100,0,0,19,1900,3,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,75FD1A71-80F5-4D8A-AC11-057124947C93
3702852,1940,194002,3798744,1.0,,8,1,6,1.0,2,5,1,100,0,0,8,800,1,0.0,,,,,,,999,0,0,DC16B65F-CF69-4030-B5E8-BAB0ED2A4C85
516199,1900,190004,1133224,1.0,,8,1,1,1.0,1,36,1,100,0,0,414,41400,5,2.0,1.0,,,9.0,1.0,10.0,999,0,0,F9E293FD-A3FC-415B-B8BD-C8E4D8184024
963768,1910,191004,1580039,1.0,,8,1,2,1.0,2,42,1,100,0,0,453,45300,5,0.0,1.0,1.0,100.0,2.0,1.0,10.0,999,0,0,902A67A4-8729-45BE-9005-D2F2ECB6DF38
1058906,1910,191004,1606332,1.0,,8,1,3,1.0,2,7,1,100,0,0,17,1700,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,8AE63EFC-7370-4913-835C-E666BB561D75
3956139,1940,194002,3876069,1.0,,8,1,5,1.0,2,66,1,100,0,0,29,2900,0,0.0,,,,,,,999,0,0,E397B0B3-A864-4644-98AF-7ED0F5C5BDB1
3102687,1930,193004,3092272,1.0,,8,1,6,1.0,2,9,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,8E407D64-63BD-45A9-B021-72B6D7358F77
5269,1870,187003,7507723,1.0,1870075077233.0,8,4,14,1.0,1,28,1,100,0,0,42,4200,4,2.0,,,,,1.0,10.0,683,526,25,F0DF9377-3D6A-4515-8BBE-213F2A4519A2
3244691,1930,193004,3128801,1.0,,8,1,4,1.0,2,20,1,100,0,0,38,3800,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,E870F438-3925-4F9B-AC3D-61753CCBF8D3
2322112,1920,192003,2243760,1.0,,8,1,3,1.0,1,13,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,9C8EAF75-C71C-461C-A63F-FC2675C208D9
3221553,1930,193004,3123488,1.0,,8,1,4,1.0,1,7,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,BFBEAC0A-D05E-4115-864E-5B33FEDEFAEE
2099295,1920,192003,2188358,1.0,,8,2,8,1.0,2,7,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,BFA12CB4-9B09-4440-A8AC-9B7063032BCE
3583759,1940,194002,3762820,1.0,,8,1,1,1.0,1,31,1,100,0,0,20,2000,0,0.0,,,,,,,100,105,14,BCD2522A-6A9B-413E-8BA1-FF7B4D8B2402
4518666,1940,194002,4045557,1.0,,8,1,1,1.0,1,36,1,100,0,0,31,3100,0,0.0,,,,,,,740,916,19,8DB16510-1AC3-4772-9FEA-384EC6A2D9A2
1722030,1920,192003,2070099,1.0,,8,1,4,1.0,1,20,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,999,0,0,4548C8A2-18FC-4E4D-9796-78DE92041ABF
1674401,1920,192003,2058348,1.0,,8,1,1,1.0,1,30,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1.0,10.0,820,105,9,1BC92B4D-5E15-4B75-A7A0-F6A6F9DD6776
58352,1880,188003,628553,1.0,,8,1,4,1.0,1,3,1,100,0,0,8,800,4,,,,,,1.0,10.0,999,0,0,830e0d90-4b93-46bf-8e6f-3b5e619bd871
4057929,1940,194002,3904435,1.0,,8,1,2,1.0,2,43,1,100,0,0,17,1700,1,0.0,,,,,,,999,0,0,AF705DE8-EC72-439D-BC55-FB650AC68AA4
4303082,1940,194002,3977589,1.0,,8,1,2,1.0,2,40,1,100,0,0,465,46500,0,3.0,,,,,,,999,0,0,C6655CCD-4EC8-4738-8A3C-E796773CDCA8
4189293,1940,194002,3945450,1.0,,8,1,3,1.0,2,9,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,88863019-B46D-486C-950A-F90F6E6DA6CE
2496167,1920,192003,2289393,1.0,,8,1,1,1.0,1,30,1,100,0,0,99,9900,1,0.0,0.0,,,2.0,1.0,10.0,740,849,19,A13AFD24-1C07-4766-BA4C-DACAEFAB99A5
