,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE,HISTID
1924788,1920,192003,2139249,1.0,,8,2,4,1.0,1,11,1,100,0,0,8,800,2,0.0,0.0,,,2.0,1.0,10.0,999,0,0,0CCA2E3D-9116-4856-A4C0-4C4E8F2EE3D8
3692945,1940,194002,3796559,1.0,,8,1,7,1.0,1,12,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,19FAF26F-2C2E-49BC-B282-15CE0A4B950C
90473,1880,188003,635595,1.0,,8,1,1,1.0,1,24,1,100,0,0,17,1700,4,,,,,,1.0,10.0,690,419,23,60ecf1b1-7768-4ff0-845d-da5afa493261
3804386,1940,194002,3829706,1.0,,8,4,1,1.0,2,20,1,100,0,0,99,9900,0,0.0,,,,,,,999,0,0,C5A747D0-0031-441B-A7E0-072642294396
481473,1900,190004,1124897,1.0,,8,1,1,1.0,1,46,1,100,0,0,453,45300,5,2.0,5.0,,,2.0,1.0,10.0,100,105,14,2CA5F7CF-B833-4EB8-9B07-C84550349DA9
3818942,1940,194002,3835326,1.0,,8,1,1,1.0,1,52,1,100,0,0,8,800,0,0.0,,,,,,,583,586,36,0989CC52-A0E5-414B-AABB-0BB26D39B149
2283153,1920,192003,2233709,1.0,,8,1,1,1.0,1,38,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,C3760B4A-9687-4EC6-B4B4-08D8876276A5
610871,1900,190004,1155881,1.0,,8,1,2,1.0,2,24,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,C0374D52-D460-44ED-B994-93B385E79F17
821111,1910,191004,1542874,1.0,,8,1,1,1.0,1,51,1,100,0,0,26,2600,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,970,997,20,D4A52477-C36E-428B-A293-C4E2651E8441
3636333,1940,194002,3778969,1.0,,8,1,3,1.0,1,13,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,809ECF33-6576-40B6-8AB5-98E904C70524
2322394,1920,192003,2243832,1.0,,8,4,9,1.0,1,14,1,100,0,0,55,5500,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,DF894040-923E-45EA-957D-054F98C5E178
3200579,1930,193004,3118136,1.0,,8,1,2,1.0,2,38,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,5E256AA9-95B1-4FA6-A12B-1D0BA9298324
205271,1880,188003,665585,1.0,,8,1,4,1.0,1,25,1,100,0,0,410,41000,5,,,,,,1.0,10.0,650,239,24,ea296d51-5e7f-4038-a51b-3351799267e9
3422055,1930,193004,3176779,1.0,,8,2,6,1.0,1,20,1,140,0,0,35,3500,1,0.0,0.0,0.0,0.0,2.0,1.0,12.0,820,105,9,C8F9037D-AD0D-4F69-BA30-F39C142E39AB
1261342,1910,191004,1659798,1.0,,8,1,2,1.0,2,35,1,100,0,0,453,45300,5,0.0,2.0,1.0,100.0,2.0,1.0,10.0,999,0,0,DFF5D12A-60CB-4E07-B9DB-33412F55C835
3031082,1930,193004,3072636,1.0,,8,1,7,1.0,2,4,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,73588D61-DF1B-4271-8F41-4B0A5F9F7E42
427963,1900,190004,1111535,1.0,,8,1,3,1.0,2,7,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,732D330F-0043-4E02-8C2D-B3B87EB74528
1291668,1910,191004,1666706,1.0,,8,1,1,1.0,1,64,1,100,1,100,35,3500,1,0.0,0.0,1.0,100.0,1.0,1.0,10.0,970,997,20,D46E10F5-F1A6-4BB4-BBA4-61B9B85CD478
799349,1910,191004,1536764,1.0,,8,1,1,1.0,1,31,1,100,0,0,36,3600,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,73,669,40,EE712BA0-522C-43C4-BDC3-0A20663A0AAF
2426043,1920,192003,2271983,1.0,,8,4,1,1.0,1,30,1,100,0,0,450,45050,5,3.0,3.0,,,2.0,1.0,10.0,650,206,24,D23A3A34-BE69-4D22-B389-FE1268F0DBFB
3512161,1930,193004,3199236,1.0,,8,1,5,1.0,2,10,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,DFA3F8E3-2222-432F-8978-A37DF38424FB
2632203,1930,193004,2954808,1.0,,8,1,3,1.0,2,1,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,8CA863FA-0CA3-4B8C-8B07-BCDF21532B21
2468128,1920,192003,2282728,1.0,,8,1,6,1.0,2,13,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,1E0B929F-9113-4A7D-BD43-25021EBFE2AA
2787635,1930,193004,2998211,1.0,,8,1,2,1.0,2,33,1,100,0,0,42,4200,3,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,7E30C062-2B98-4ABE-954D-3A2C7AA8F634
1529009,1910,191004,1727752,1.0,,8,1,1,1.0,1,48,1,100,0,0,47,4700,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,650,239,24,3958FE4A-7866-4DC7-B3EA-1B38F06CC81D
1960274,1920,192003,2150840,1.0,,8,1,5,1.0,2,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,BF7C2138-CE2B-44AC-BB84-1058B8E9673F
268832,1900,190004,1072634,1.0,,8,1,2,1.0,2,42,1,100,0,0,29,2900,4,0.0,0.0,,,2.0,1.0,10.0,983,0,0,2D473BD5-8165-41F7-815F-6186EEE7B1C0
3161159,1930,193004,3108319,1.0,,8,1,7,1.0,1,43,1,100,0,0,465,46500,5,2.0,3.0,2.0,200.0,2.0,1.0,10.0,820,105,9,29226F23-40ED-43B1-AADE-44060E041DA4
982439,1910,191004,1584890,1.0,,8,1,3,1.0,2,13,1,100,0,0,51,5100,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,839C2F05-87C7-47FB-A19A-F69549450F61
2944774,1930,193004,3047343,1.0,,8,1,1,1.0,1,53,1,100,0,0,51,5100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,780,679,18,456DDC98-B9E2-4224-B75C-42EC8AECB1F9
3811209,1940,194002,3833126,1.0,,8,1,2,1.0,2,21,1,100,0,0,20,2000,0,0.0,,,,,,,999,0,0,D6DA0D37-55EE-45D1-8784-9AA800184515
2739943,1930,193004,2984264,1.0,,8,1,2,1.0,2,29,1,100,0,0,465,46500,5,2.0,5.0,2.0,200.0,2.0,1.0,10.0,999,0,0,4A9209FC-19DC-454F-B70A-37834C172FEE
3963508,1940,194002,3878495,1.0,,8,1,6,1.0,2,3,1,100,0,0,19,1900,0,0.0,,,,,,,999,0,0,41701B40-01E0-420B-8218-AA8C543F7ECD
3927442,1940,194002,3867924,1.0,,8,1,3,1.0,1,15,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,3F00A7B7-56D4-49F3-8AEE-E53315D582E6
2015126,1920,192003,2166152,1.0,,8,1,5,1.0,1,19,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,820,105,9,77E0E196-67ED-476F-89AA-166AF9146A90
53257,1880,188003,627189,1.0,,8,1,3,1.0,1,21,1,100,0,0,36,3600,1,,,,,,1.0,10.0,574,246,33,2dcd303d-ed96-4149-953f-d61a153299f4
4269216,1940,194002,3968476,1.0,,8,1,3,1.0,2,53,1,100,0,0,19,1900,0,0.0,,,,,,,999,0,0,E740C4CE-DAC5-44F9-A43B-7283C31B5C09
1452692,1910,191004,1707470,1.0,,8,4,20,1.0,1,38,1,100,0,0,17,1700,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,624,506,36,F511B90B-E8B4-4477-B2FA-0FDEE2344008
62052,1880,188003,629592,1.0,,8,1,3,1.0,1,16,1,100,0,0,39,3900,1,,,,,,1.0,10.0,983,0,0,da74ec67-cb2a-413b-9d30-c45434592561
1722930,1920,192003,2070369,1.0,,8,1,7,1.0,2,17,1,100,0,0,8,800,4,0.0,0.0,,,1.0,1.0,10.0,999,0,0,ED8C395E-74E5-4C38-ACD8-97A0E72734DE
4643451,1940,194002,4093074,1.0,,8,1,1,1.0,1,29,1,100,0,0,31,3100,0,0.0,,,,,,,683,526,25,15C3962E-6FB4-4B94-8926-955693EE5821
1234577,1910,191004,1653086,1.0,,8,1,3,1.0,1,22,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,D2EE6CCA-F1B3-4356-8303-8255103CC7BF
3703958,1940,194002,3798990,1.0,,8,1,5,1.0,2,10,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,E7EE92D9-EAEE-4BA4-A70E-78D840C0C06C
917276,1910,191004,1568531,1.0,,8,1,1,1.0,2,55,1,100,0,0,18,1800,2,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,7EFC2AE2-0680-41AF-8695-A017ECA094F5
3304559,1930,193004,3144026,1.0,,8,1,1,1.0,1,67,1,100,0,0,47,4700,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,100,105,14,F0F44774-C41F-4ACB-B14B-E3370C05E57B
900952,1910,191004,1563374,1.0,,8,1,1,1.0,2,41,1,100,0,0,19,1900,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,752,836,7,2678EEA6-CDFF-4DFA-9DDC-3838C0794104
4355535,1940,194002,3992107,1.0,,8,1,4,1.0,1,13,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,5740C41C-2404-4F9A-AE63-499CB800FF26
3440956,1930,193004,3181896,1.0,,8,1,7,1.0,1,7,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,7E6460A7-2399-46A0-8ED0-2C5E2040B1AE
3388746,1930,193004,3168258,1.0,,8,1,3,1.0,1,5,1,140,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,12.0,999,0,0,6FDCDE60-A479-48F2-9B22-FB2B05D7E440
3061258,1930,193004,3081569,1.0,,8,1,4,1.0,2,10,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,C68E04A7-8EFF-407B-91E7-3EADEB57B2B2
630393,1900,190004,1160681,1.0,,8,4,15,1.0,1,17,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,970,997,20,3FBE85B5-56DE-4FEB-9D5F-DEAF5A720C60
4093486,1940,194002,3914295,1.0,,8,1,1,1.0,1,51,1,100,0,0,465,46500,0,4.0,,,,,,,100,105,14,FDF8A6D3-8A4E-4AE0-8EE3-960363B3A6BF
953015,1910,191004,1577059,1.0,,8,1,5,1.0,2,14,1,100,0,0,8,800,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,232BE058-C6B9-4EC5-8AC0-D16B2DECFF19
3293768,1930,193004,3141380,1.0,,8,1,4,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,09F722AA-E60F-4D77-9CC5-711099A46CC6
3148477,1930,193004,3105132,1.0,,8,1,4,1.0,2,37,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,93,888,27,AA016F9A-6655-48B5-93D7-5CE12BBFACDB
839258,1910,191004,1547803,1.0,,8,1,2,1.0,2,17,1,100,0,0,16,1600,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,EBBA86C6-9E03-47A8-A027-45BFF3A05481
638908,1900,190004,1162486,1.0,,8,1,1,1.0,1,33,1,100,0,0,39,3900,1,0.0,0.0,,,9.0,1.0,10.0,100,105,14,3557ED75-1AF7-4E7B-B2DA-1C6D896329A7
3334380,1930,193004,3151516,1.0,,8,4,9,1.0,1,56,1,100,0,0,39,3900,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,60E75016-D8C1-4894-BA57-84BD2A538404
2055693,1920,192003,2176982,1.0,,8,1,1,1.0,1,46,1,100,0,0,410,41000,5,2.0,5.0,,,2.0,1.0,10.0,380,506,35,456823E1-F331-40E6-851E-93B63C1206E7
2413064,1920,192003,2268244,1.0,,8,1,1,1.0,1,40,1,100,0,0,1,100,1,0.0,0.0,,,2.0,1.0,10.0,650,216,24,7C83B39A-65CE-4F9E-918B-16169F7639A6
718478,1900,190004,1182703,1.0,,8,4,1,1.0,2,27,1,100,0,0,453,45300,5,0.0,1.0,,,2.0,1.0,10.0,999,0,0,18B259E9-AB4E-4929-8707-C68E50D02927
3960632,1940,194002,3877555,1.0,,8,1,2,1.0,2,42,1,100,0,0,29,2900,0,0.0,,,,,,,645,656,19,1C1AA510-7DDA-4EA2-AA5C-0F3A6BF997B7
4041154,1940,194002,3899761,1.0,,8,1,1,1.0,1,53,1,100,0,0,20,2000,0,0.0,,,,,,,100,105,14,C7CAFCA1-726D-404B-ABE9-23A27E222D9A
3290136,1930,193004,3140471,1.0,,8,1,2,1.0,2,34,1,100,0,0,411,41100,5,3.0,2.0,1.0,100.0,2.0,1.0,10.0,999,0,0,35920CF3-0044-4785-B462-271E3F8C718B
4279633,1940,194002,3971560,1.0,,8,1,1,1.0,1,45,1,100,0,0,19,1900,0,0.0,,,,,,,100,105,14,32F05C22-0077-49DF-95C6-D2DF098923A6
3493795,1930,193004,3195220,1.0,,8,1,2,1.0,2,23,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,76DB7AF6-10A6-4A8F-B016-8741B381818B
1635654,1920,192003,2047982,1.0,,8,1,8,1.0,1,9,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,3EFE69C9-2008-4532-916B-BE3B9CDDF793
115469,1880,188003,643171,1.0,,8,2,3,1.0,2,0,1,100,0,0,8,800,1,,,,,,1.0,10.0,999,0,0,f6409918-b003-40fd-82f4-8338ab96102a
4229894,1940,194002,3957158,1.0,,8,1,5,1.0,2,13,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,D60B3B68-FF12-42B8-B259-B48FCADA06A2
4281143,1940,194002,3971940,1.0,,8,1,1,1.0,1,40,1,100,0,0,20,2000,0,0.0,,,,,,,100,105,14,DBB4A203-D039-4874-B35A-54816C09CA23
2830984,1930,193004,3011477,1.0,,8,1,4,1.0,2,12,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,8CE9EF3B-1DF8-4790-89BC-5AF15C70E8EC
3271234,1930,193004,3135584,1.0,,8,1,9,1.0,2,8,1,100,0,0,49,4900,2,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,B25C4793-CCBA-45CD-B9FD-AEEFF1A73912
40889,1880,188003,624019,1.0,,8,3,1,1.0,1,22,1,100,0,0,17,1700,1,,,,,,1.0,10.0,987,0,0,21384677-fd0e-4ebf-853b-3b9badead540
1858061,1920,192003,2112249,1.0,,8,1,1,1.0,2,37,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1.0,10.0,320,679,18,1165032C-28ED-4F4E-994C-07543559AE53
738475,1900,190004,1188423,1.0,,8,1,5,1.0,1,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,07B6346C-2DF9-4C8E-8C0E-C330B1A3CB32
4107157,1940,194002,3917796,1.0,,8,1,2,1.0,2,40,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,2340D796-1412-4B4C-92BD-EC99A4637F52
3796306,1940,194002,3826907,1.0,,8,1,7,1.0,1,12,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,36FA969B-0B69-401B-BE96-4A8DC37521D3
2390176,1920,192003,2262347,1.0,,8,1,1,1.0,1,35,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,542,506,37,B8D7D9A3-5650-4B72-8B75-7EBBA501F142
1396314,1910,191004,1692213,1.0,,8,1,1,1.0,1,44,1,100,0,0,51,5100,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,100,105,14,003F7015-F4B9-4F1C-BDD7-71E91D036CA2
3511443,1930,193004,3199068,1.0,,8,1,1,1.0,1,60,1,100,0,0,29,2900,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,5256A720-7046-4DD9-9344-565E30ABF3AF
2513713,1920,192003,2293724,1.0,,8,1,4,1.0,1,12,1,100,0,0,18,1800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,7FD0B280-6135-479D-8DD8-6091FE51F065
1401391,1910,191004,1693469,1.0,,8,1,5,1.0,2,8,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,1AAFFB2B-90AA-4912-8F6B-8EF306BD8997
4566973,1940,194002,4061547,1.0,,8,1,1,1.0,1,51,1,100,0,0,150,15010,0,2.0,,,,,,,564,246,23,904D9B5F-D222-473C-A9FB-ADEA6E86ED97
3180546,1930,193004,3113321,1.0,,8,4,29,1.0,1,37,1,100,0,0,457,45710,5,3.0,4.0,23.0,2310.0,2.0,1.0,10.0,650,216,24,221450D9-F003-46EE-BD2D-39B227CF4A80
4614936,1940,194002,4083308,1.0,,8,1,1,1.0,1,31,2,200,0,0,20,2000,0,0.0,,,,,,,784,679,11,180C726A-A4EC-4C86-B464-2D0155F3FC21
3644975,1940,194002,3781339,1.0,,8,1,4,1.0,1,8,1,100,0,0,56,5600,0,0.0,,,,,,,999,0,0,4A215A13-362D-4B1E-BC40-29F185A731B5
4216064,1940,194002,3953134,1.0,,8,1,3,1.0,2,6,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,01C80D3D-FCD0-4F90-A606-A4A87AEAA795
979327,1910,191004,1584028,1.0,,8,1,1,1.0,1,44,1,100,0,0,450,45000,5,2.0,4.0,1.0,100.0,2.0,1.0,10.0,290,0,42,298C1D04-A1DE-4F71-97A5-B9F4AA880E29
3441968,1930,193004,3182153,1.0,,8,1,1,1.0,1,55,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,763,216,25,DC8FBE55-4B47-46FB-87C4-2388B7726694
1467654,1910,191004,1711427,1.0,,8,1,1,1.0,1,47,1,100,0,0,21,2100,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,80E92C79-82B9-463B-923D-E9B98B1E8D22
705256,1900,190004,1178996,1.0,,8,1,4,1.0,1,47,1,100,0,0,54,5400,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,67AB5201-79D3-4AC3-A82C-B1DBEB074124
3326822,1930,193004,3149563,1.0,,8,1,5,1.0,2,17,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,1.0,1.0,10.0,999,0,0,59925A4C-A2A2-4CF8-AB6E-7F5C33E70997
2378128,1920,192003,2259446,1.0,,8,1,2,1.0,2,27,1,100,0,0,434,43400,5,3.0,2.0,,,1.0,1.0,10.0,999,0,0,0784A893-AFEA-4EBC-A3A9-238089830C9A
3694374,1940,194002,3796858,1.0,,8,1,4,1.0,1,3,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,47696186-3B50-4485-A814-6FFFCE96E2BB
2616160,1930,193004,2950004,1.0,,8,1,2,1.0,2,32,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,1C3116A0-A91A-4F76-95CD-354E7E7EA9E3
5744,1870,187003,7507777,1.0,1870075077773.0,8,1,2,1.0,1,27,1,100,0,0,411,41100,5,3.0,,,,,1.0,10.0,100,105,14,B428CC67-9608-4E0E-9E2E-6F3CFFBB2665
267533,1900,190004,1072300,1.0,,8,1,3,1.0,1,6,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,1041ADA6-1275-4EF4-B3EB-7E6124FC0199
1115548,1910,191004,1621430,1.0,,8,1,1,1.0,2,53,1,100,0,0,434,43400,5,0.0,4.0,1.0,100.0,2.0,1.0,10.0,999,0,0,42CD882A-69A0-4AC3-BEE7-8B5FD31272FC
4262772,1940,194002,3966411,1.0,,8,1,4,1.0,1,3,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,A5CA024C-CD08-4B11-AE18-0B24301DD2D6
787956,1910,191004,1533530,1.0,,8,1,5,1.0,1,13,1,100,0,0,30,3000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,0E248A63-9117-4D40-A460-3EA58F62C4A5
3715455,1940,194002,3801703,1.0,,8,1,2,1.0,2,29,1,100,0,0,20,2000,0,0.0,,,,,,,999,0,0,ABEBA338-A55E-4123-9786-B2542623BE1F
1247771,1910,191004,1656192,1.0,,8,1,3,1.0,2,18,1,100,0,0,8,800,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,720,826,6,D102C47B-F51D-4622-87BB-8B0B47228E3A
3726451,1940,194002,3804875,1.0,,8,1,3,1.0,1,5,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,6D39C3DE-B13B-4E17-9F9E-345FC18809AD
3319215,1930,193004,3147680,1.0,,8,1,2,1.0,2,34,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,D39B4973-AB45-4410-994F-88166E1C40C2
2491587,1920,192003,2288211,1.0,,8,1,5,1.0,1,12,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,41D7D348-FF8E-4233-8622-5A226F485E87
238365,1900,190004,1064808,1.0,,8,1,1,1.0,1,38,1,100,0,0,453,45300,5,3.0,3.0,,,2.0,1.0,10.0,500,416,28,E9C6CFCC-C687-4B66-9E7E-E5B6393FF948
1942892,1920,192003,2145555,1.0,,8,1,5,1.0,2,66,1,100,0,0,404,40400,5,2.0,5.0,,,2.0,1.0,10.0,999,0,0,BA5C9B24-A5FD-4FFE-8D3F-7C482090DF3A
2874445,1930,193004,3024672,1.0,,8,6,1,1.0,1,57,1,100,0,0,20,2000,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0,807,38,3320D4BB-9A4C-4ADC-A307-2F4700DC05A8
2750218,1930,193004,2987261,1.0,,8,1,2,1.0,1,20,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,4FB64265-1886-4731-BC8E-30EF2ADD3E8D
3763263,1940,194002,3815939,1.0,,8,1,4,1.0,1,5,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,50362B90-AFDF-4EB7-B600-C260B13127E0
2898885,1930,193004,3033679,1.0,,8,1,2,1.0,2,27,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,7EA46AB6-832F-4079-BABB-126B2E5DE8AE
4626009,1940,194002,4086990,1.0,,8,1,4,1.0,1,5,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,12280A53-72E2-42CC-A461-B64601184566
4425864,1940,194002,4015264,1.0,,8,1,2,1.0,2,39,1,100,0,0,421,42100,0,2.0,,,,,,,999,0,0,106829F9-1973-4851-8D0E-5BAF1891DBA8
2257362,1920,192003,2227517,1.0,,8,1,5,1.0,1,11,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,3E6E2878-454E-4F42-9D67-D7763FB04508
972125,1910,191004,1582194,1.0,,8,1,1,1.0,1,22,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,644,636,29,28F0A04F-7975-46C9-98B5-50536808363F
1909575,1920,192003,2134821,1.0,,8,1,2,1.0,2,54,1,100,0,0,42,4200,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,9EFC2626-6D55-4665-BA46-46663EF80ADD
1440357,1910,191004,1703520,1.0,,8,1,3,1.0,2,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,14C8838B-998C-408B-84CF-689E0A624C72
2350804,1920,192003,2250744,1.0,,8,1,4,1.0,1,8,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,395BD66A-0E3B-4527-B364-8514674A5BEF
4571640,1940,194002,4063363,1.0,,8,1,1,1.0,1,46,1,100,0,0,31,3100,0,0.0,,,,,,,470,746,35,7AFD0C8C-8ADC-4A83-B539-63772FC0D4E2
2461744,1920,192003,2281275,1.0,,8,1,5,1.0,1,0,5,500,0,0,8,800,4,0.0,0.0,,,0.0,4.0,43.0,999,0,0,14864A5D-7DDC-494E-B602-3E4D7E87AA25
66504,1880,188003,630414,1.0,,8,4,9,1.0,1,24,1,100,0,0,8,800,1,,,,,,1.0,10.0,690,506,23,fcd5c302-0e0a-4101-9b28-1346e3ed60ce
1606826,1920,192003,2040039,1.0,,8,2,1,1.0,2,15,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1.0,10.0,979,979,0,6EB9F50E-E5E2-4C7B-808C-C2E1ABC41305
1377894,1910,191004,1687539,1.0,,8,1,3,1.0,2,9,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,3126860B-8A61-465F-91EB-1760ED14E15D
1472978,1910,191004,1712703,1.0,,8,1,1,1.0,1,23,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,740,849,19,EBD78038-06FF-4666-AA13-8441F2EF04D6
909827,1910,191004,1566253,1.0,,8,1,2,1.0,2,22,1,100,0,0,22,2200,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,633,847,12,2D08D9BD-F82D-43F1-A3C3-769086D1ED3E
2118073,1920,192003,2193230,1.0,,8,1,6,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,0197CDD4-4146-4304-91B2-B711968735CB
2147927,1920,192003,2200789,1.0,,8,1,4,1.0,2,10,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,1A26B284-B9A4-425D-9779-D420C3091A14
3556766,1940,194002,3755468,1.0,,8,1,4,1.0,1,0,1,100,0,0,51,5100,0,0.0,,,,,,,999,0,0,30C18AD8-F611-4806-B3B7-B325B9380859
2069054,1920,192003,2180428,1.0,,8,1,5,1.0,2,7,1,100,0,0,21,2100,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,22475981-23FE-471E-AA32-2953C861B4EF
4290914,1940,194002,3974470,1.0,,8,1,5,1.0,1,12,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,5D5663DA-3CE4-4DFC-A27B-DCB0C77CAFF0
1680087,1920,192003,2059898,1.0,,8,1,7,1.0,1,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,5D3075AC-AD89-43AC-98BD-801544391737
3785210,1940,194002,3823499,1.0,,8,1,2,1.0,2,47,1,100,0,0,29,2900,0,0.0,,,,,,,621,816,19,179CDA29-C29E-4726-BADC-EDADC6970D38
3919937,1940,194002,3865916,1.0,,8,1,1,1.0,1,28,1,100,0,0,8,800,0,0.0,,,,,,,290,626,42,A2603B9F-07F4-4432-A46C-827F63D6551B
1093143,1910,191004,1615295,1.0,,8,1,3,1.0,2,21,1,100,4,480,28,2800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,370,578,21,DCB93CE1-AAA9-43F9-B027-DA86609C7517
4158042,1940,194002,3932616,1.0,,8,1,5,1.0,2,2,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,0351CD48-F469-4B53-A3FE-F74AD3C37D28
