,Location,Year,Prisoners,Region
1391,Wisconsin,1924,8,Great Lakes (US)
1392,Wisconsin,1926,9,Great Lakes (US)
1393,Wisconsin,1928,8,Great Lakes (US)
1394,Wisconsin,1930,14,Great Lakes (US)
1395,Wisconsin,1932,14,Great Lakes (US)
1396,Wisconsin,1934,9,Great Lakes (US)
1397,Wisconsin,1936,7,Great Lakes (US)
1398,Wisconsin,1938,9,Great Lakes (US)
1399,Wisconsin,1940,10,Great Lakes (US)
1400,Wyoming,1878,0,Rocky Mountain (US)
1401,Wyoming,1880,0,Rocky Mountain (US)
1402,Wyoming,1882,0,Rocky Mountain (US)
1403,Wyoming,1884,1,Rocky Mountain (US)
1404,Wyoming,1886,0,Rocky Mountain (US)
1405,Wyoming,1888,1,Rocky Mountain (US)
1406,Wyoming,1890,1,Rocky Mountain (US)
1407,Wyoming,1892,0,Rocky Mountain (US)
1408,Wyoming,1896,0,Rocky Mountain (US)
1409,Wyoming,1900,0,Rocky Mountain (US)
1410,Wyoming,1902,0,Rocky Mountain (US)
1411,Wyoming,1906,0,Rocky Mountain (US)
1412,Wyoming,1908,2,Rocky Mountain (US)
1413,Wyoming,1912,2,Rocky Mountain (US)
1414,Wyoming,1914,7,Rocky Mountain (US)
1415,Wyoming,1916,1,Rocky Mountain (US)
1416,Wyoming,1918,9,Rocky Mountain (US)
1417,Wyoming,1920,2,Rocky Mountain (US)
1418,Wyoming,1922,1,Rocky Mountain (US)
1419,Wyoming,1924,5,Rocky Mountain (US)
1420,Wyoming,1926,5,Rocky Mountain (US)
1421,Wyoming,1928,1,Rocky Mountain (US)
1422,Wyoming,1930,9,Rocky Mountain (US)
1423,Wyoming,1932,11,Rocky Mountain (US)
1424,Wyoming,1934,8,Rocky Mountain (US)
1425,Wyoming,1936,9,Rocky Mountain (US)
1426,Wyoming,1938,7,Rocky Mountain (US)
1427,Wyoming,1940,9,Rocky Mountain (US)
