,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE
127019,1930,193002,155737,19.82,1930001557372.0,8,24120804101.0,1,10,19.82,2,83,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1,10,999,0,0
63878,1910,191002,1370301,101.0,1910013703011.0,8,11330802100.0,4,6,101.0,1,25,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1,10,542,506,37
111577,1930,193002,150950,20.05,1930001509502.0,8,23220803101.0,1,1,20.05,1,60,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1,10,98,916,42
68213,1910,191002,1471101,101.0,1910014711011.0,8,12130807101.0,1,1,101.0,1,55,1,100,1,100,35,3500,1,0.0,0.0,12.0,1200.0,1.0,1,10,650,216,24
124503,1930,193002,154979,20.05,1930001549792.0,8,24020803100.0,1,2,20.05,2,25,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
2832,1880,188002,88672,9.95,,8,,1,6,9.95,1,14,1,100,0,0,8,800,3,,,,,,1,10,983,0,0
14355,1880,188002,91982,10.02,,8,,4,1,10.02,1,27,1,100,0,0,29,2900,1,,,,,,1,10,650,239,24
141318,1930,193002,159589,19.73,1930001595892.0,8,24720808501.0,1,1,19.73,1,24,1,140,1,100,35,3500,1,0.0,0.0,0.0,0.0,2.0,1,12,970,816,20
41354,1900,190001,58810,18.62,1900000588101.0,8,12520800002.0,1,3,18.62,2,6,1,100,0,0,9,900,1,0.0,0.0,,,0.0,1,10,999,0,0
162074,1940,194001,304156,100.0,1940003041561.0,8,523138.0,1,2,100.0,2,39,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
152118,1930,193002,162464,20.42,1930001624642.0,8,25210812301.0,1,4,20.42,2,9,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
72368,1910,191003,1381401,71.71,1910013814011.0,8,11430803100.0,1,2,71.71,2,38,1,100,0,0,29,2900,4,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
69972,1910,191002,1511201,100.0,1910015112011.0,8,12430810101.0,1,1,100.0,1,25,1,100,0,0,457,45710,5,3.0,1.0,23.0,2320.0,1.0,1,10,970,336,20
32842,1900,190001,56629,19.12,1900000566291.0,8,12120800001.0,1,3,19.12,2,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
101238,1930,193001,32251,100.95,1930000322511.0,8,25020810700.0,1,6,100.95,1,5,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
135624,1930,193002,158152,19.91,1930001581522.0,8,24510807102.0,1,2,19.91,2,57,1,100,0,0,39,3900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
9778,1880,188002,90663,9.87,,8,,1,4,9.87,1,17,1,100,1,100,35,3500,1,,,,,,1,10,995,0,0
100254,1930,193001,32012,100.95,1930000320121.0,8,24820809300.0,1,1,100.95,1,32,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,550,816,27
64617,1910,191002,1386101,100.0,1910013861011.0,8,11510803100.0,1,3,100.0,2,5,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
46672,1900,190001,60089,19.57,1900000600891.0,8,12820800000.0,1,1,19.57,1,38,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1,10,762,936,33
164492,1940,194001,380907,100.0,1940003809071.0,8,7875.0,1,5,100.0,2,18,1,100,0,0,8,800,0,0.0,,,,,1,10,301,888,13
23117,1880,188002,94469,10.02,,8,,4,2,10.02,1,30,1,100,0,0,18,1800,1,,,,,,1,10,510,246,24
59588,1900,190003,1032001,94.65,1900010320011.0,8,12220803500.0,1,1,94.65,1,37,1,100,0,0,26,2600,1,0.0,0.0,,,2.0,1,10,100,105,14
109191,1930,193002,150285,19.33,1930001502852.0,8,23120802301.0,1,1,19.33,1,52,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,820,105,9
25879,1900,190001,54846,19.56,1900000548461.0,8,11710800003.0,1,3,19.56,1,44,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,624,506,36
36544,1900,190001,57574,18.81,1900000575741.0,8,12310800002.0,1,1,18.81,2,63,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,752,836,7
11023,1880,188002,91010,10.34,,8,,1,6,10.34,1,3,1,100,0,0,5,500,1,,,,,,1,10,999,0,0
143792,1930,193002,160240,20.99,1930001602402.0,8,24820809901.0,1,4,20.99,2,19,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,310,687,22
126125,1930,193002,155464,19.95,1930001554642.0,8,24110804302.0,1,1,19.95,1,67,1,100,0,0,434,43400,5,2.0,5.0,10.0,1000.0,2.0,1,10,999,0,0
7444,1880,188002,89921,10.15,,8,,1,4,10.16,1,16,1,100,0,0,36,3600,1,,,,,,1,10,995,0,0
117831,1930,193002,152783,20.05,1930001527832.0,8,23620803100.0,1,7,20.05,2,18,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,720,826,6
115163,1930,193002,152008,20.05,1930001520082.0,8,23510803100.0,1,1,20.05,1,28,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1,10,552,646,25
156922,1940,194001,133556,100.0,1940001335561.0,8,48000000.0,1,1,100.0,1,50,1,100,1,100,35,3500,1,0.0,,,,,1,10,970,936,20
74683,1910,191003,1435102,71.71,1910014351021.0,8,11920803900.0,1,6,71.71,1,5,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
154032,1940,194001,9307,100.0,1940000093071.0,8,35598.0,1,5,100.0,2,7,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
60204,1900,190003,1045201,89.01,1900010452011.0,8,12410804103.0,1,5,89.01,2,18,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,995,0,0
82286,1910,191003,25577601,71.71,1910255776011.0,8,12620812301.0,1,3,71.71,2,19,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
158431,1940,194001,183946,100.0,1940001839461.0,8,217112.0,1,1,100.0,2,61,1,100,0,0,17,1700,1,0.0,,,,,1,10,999,0,0
127351,1930,193002,155843,19.82,1930001558432.0,8,24120804101.0,1,3,19.82,2,23,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,643,846,15
137231,1930,193002,158551,20.47,1930001585512.0,8,24610807300.0,1,6,20.47,2,11,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
48188,1900,190001,60473,19.57,1900000604731.0,8,12820800003.0,1,2,19.57,2,39,1,100,0,0,410,41000,5,0.0,2.0,,,2.0,1,10,999,0,0
43976,1900,190001,59425,18.62,1900000594251.0,8,12710800001.0,1,2,18.62,2,49,1,100,0,0,39,3900,2,0.0,0.0,,,2.0,1,10,999,0,0
93525,1930,193001,30060,100.95,1930000300601.0,8,23210802900.0,1,4,100.95,1,9,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
152019,1930,193002,162439,20.42,1930001624392.0,8,25210812301.0,1,2,20.42,2,22,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
104648,1930,193002,148950,20.47,1930001489502.0,8,22920801702.0,1,2,20.47,2,27,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
120206,1930,193002,153483,20.05,1930001534832.0,8,23810803101.0,1,4,20.05,1,2,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
55384,1900,190002,1061001,100.0,1900010610011.0,8,12610806900.0,1,1,100.0,1,52,1,100,0,0,414,41400,5,2.0,5.0,,,2.0,1,10,100,105,14
18725,1880,188002,93253,10.32,,8,,2,7,10.33,1,33,1,100,0,0,410,41000,5,,,,,,1,10,650,239,24
96396,1930,193001,30935,100.95,1930000309351.0,8,24010803102.0,1,1,100.95,1,46,1,140,1,100,200,20000,5,3.0,2.0,12.0,1200.0,2.0,1,12,970,406,20
9761,1880,188002,90661,4.93,,8,,1,2,4.94,2,65,1,100,1,100,35,3500,1,,,,,,1,10,980,0,0
158285,1940,194001,178712,77.0,1940001787121.0,8,212341.0,1,6,77.0,2,17,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
36416,1900,190001,57546,18.81,1900000575461.0,8,12310800002.0,1,2,18.81,1,16,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,650,216,24
60487,1900,190003,1052301,82.2,1900010523011.0,8,12420805502.0,1,5,82.2,2,15,1,100,1,100,8,800,1,0.0,0.0,,,1.0,1,10,995,0,0
158181,1940,194001,176664,100.0,1940001766641.0,8,211304.0,1,1,100.0,1,42,1,100,0,0,5,500,0,0.0,,,,,1,10,510,246,24
90394,1920,192001,1974801,104.6,1920019748011.0,8,17020810101.0,1,6,104.6,2,4,2,200,0,0,8,800,1,0.0,0.0,,,0.0,2,20,999,0,0
153524,1930,193002,162827,20.68,1930001628272.0,8,25220812502.0,1,2,20.68,2,19,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
18243,1880,188002,93126,10.32,,8,,1,1,10.33,1,34,1,100,0,0,410,41000,5,,,,,,1,10,650,239,24
73678,1910,191003,1411301,71.71,1910014113011.0,8,11710803100.0,1,3,71.71,1,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
162961,1940,194001,334440,100.0,1940003344401.0,8,53000000.0,1,1,100.0,1,39,1,100,0,0,29,2900,0,0.0,,,,,1,10,820,105,9
62618,1900,190003,1104101,94.65,1900011041011.0,8,13020812100.0,1,2,94.65,2,31,1,100,0,0,19,1900,4,0.0,0.0,,,2.0,1,10,995,0,0
33745,1900,190001,56859,19.4,1900000568591.0,8,12120800003.0,1,2,19.4,2,25,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1,10,390,506,25
58002,1900,190003,996501,101.26,1900009965011.0,8,11810800502.0,1,4,101.26,1,20,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,983,0,0
16898,1880,188002,92737,10.32,,8,,2,3,10.33,1,19,1,100,0,0,29,2900,1,,,,,,1,10,683,526,25
36239,1900,190001,57500,18.81,1900000575001.0,8,12310800001.0,1,2,18.81,2,26,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,999,0,0
89562,1920,192001,1956601,97.51,1920019566011.0,8,16910808900.0,1,5,97.51,1,8,1,100,0,0,31,3100,4,0.0,0.0,,,0.0,1,10,999,0,0
144681,1930,193002,160577,20.48,1930001605772.0,8,24910810101.0,1,2,20.48,2,22,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
135029,1930,193002,158008,20.42,1930001580082.0,8,24510806900.0,1,3,20.42,2,3,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
41737,1900,190001,58907,19.12,1900000589071.0,8,12610800000.0,1,1,19.12,1,42,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,625,516,30
114020,1930,193002,151659,20.05,1930001516592.0,8,23420803100.0,1,2,20.05,2,53,1,100,0,0,32,3200,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
130926,1930,193002,156884,20.47,1930001568842.0,8,24310806302.0,1,3,20.47,1,19,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
92179,1930,193001,29652,100.95,1930000296521.0,8,22920800300.0,1,2,100.95,2,46,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,740,849,19
93367,1930,193001,30023,100.95,1930000300231.0,8,23120802501.0,1,2,100.95,2,31,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
46525,1900,190001,60052,19.57,1900000600521.0,8,12820800000.0,1,2,19.57,2,31,1,100,0,0,29,2900,4,0.0,0.0,,,2.0,1,10,999,0,0
157454,1940,194001,155654,100.0,1940001556541.0,8,200774.0,1,5,100.0,1,1,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
78499,1910,191003,1526201,71.71,1910015262011.0,8,12530811901.0,1,6,71.71,1,22,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1,10,754,836,16
70442,1910,191002,1523401,100.0,1910015234011.0,8,12530811900.0,1,1,100.0,1,57,1,100,0,0,412,41200,5,2.0,5.0,1.0,100.0,2.0,1,10,100,105,14
150099,1930,193002,162015,20.42,1930001620152.0,8,25120812300.0,1,1,20.42,1,46,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,515,419,34
152789,1930,193002,162627,20.42,1930001626272.0,8,25220812300.0,1,2,20.42,2,47,1,100,0,0,465,46500,5,4.0,5.0,2.0,200.0,1.0,1,10,999,0,0
69985,1910,191002,1511501,100.0,1910015115011.0,8,12440810100.0,1,4,100.0,1,24,1,100,0,0,55,5500,4,0.0,0.0,1.0,100.0,2.0,1,10,350,726,22
87521,1920,192001,1909605,103.55,1920019096051.0,8,16510805501.0,1,5,103.55,1,12,1,100,1,100,200,20000,5,3.0,1.0,,,2.0,1,10,999,0,0
67990,1910,191002,1466701,100.0,1910014667011.0,8,12120806901.0,1,1,100.0,2,34,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1,10,752,836,7
127957,1930,193002,156030,19.82,1930001560302.0,8,24210804100.0,1,1,19.82,1,39,1,100,0,0,46,4600,4,0.0,0.0,0.0,0.0,2.0,1,10,670,309,26
110570,1930,193002,150628,20.47,1930001506282.0,8,23210803501.0,1,1,20.47,1,27,1,140,1,100,35,3500,4,0.0,0.0,0.0,0.0,2.0,1,12,970,506,20
43439,1900,190001,59293,19.12,1900000592931.0,8,12620800000.0,1,1,19.12,2,38,1,100,0,0,453,45300,5,0.0,5.0,,,2.0,1,10,100,105,14
55782,1900,190002,1070101,101.0,1900010701011.0,8,12620807700.0,1,2,101.0,2,45,1,100,0,0,414,41400,5,0.0,5.0,,,2.0,1,10,995,0,0
47497,1900,190001,60286,19.57,1900000602861.0,8,12820800002.0,2,6,19.57,1,28,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,320,656,18
17926,1880,188002,93017,10.32,,8,,1,2,10.33,2,22,1,100,0,0,19,1900,1,,,,,,1,10,995,0,0
94531,1930,193001,30345,100.95,1930000303451.0,8,23510803100.0,1,3,100.95,2,75,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
29289,1900,190001,55749,19.56,1900000557491.0,8,11910800003.0,1,4,19.56,1,13,1,100,0,0,19,1900,4,0.0,0.0,,,2.0,1,10,983,0,0
39551,1900,190001,58307,19.09,1900000583071.0,8,12420800002.0,1,1,19.09,1,68,1,100,0,0,10,1000,1,0.0,0.0,,,2.0,1,10,100,105,14
160317,1940,194001,244093,100.0,1940002440931.0,8,268515.0,1,1,100.0,1,31,1,100,0,0,8,800,0,0.0,,,,,1,10,970,527,20
9300,1880,188002,90537,10.02,,8,,1,1,10.02,1,43,1,100,0,0,39,3900,1,,,,,,1,10,75,868,80
57144,1900,190002,1103401,100.0,1900011034011.0,8,13010811902.0,1,1,100.0,1,30,1,100,0,0,17,1700,4,0.0,0.0,,,2.0,1,10,490,626,24
107467,1930,193002,149784,20.42,1930001497842.0,8,23110801300.0,1,3,20.42,1,15,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
56325,1900,190002,1082201,100.0,1900010822011.0,8,12810809903.0,1,3,100.0,2,15,1,100,0,0,17,1700,3,0.0,0.0,,,2.0,1,10,995,0,0
6939,1880,188002,89803,10.34,,8,,1,3,10.34,1,7,1,100,0,0,20,2000,1,,,,,,1,10,999,0,0
20160,1880,188002,93692,5.17,,8,,1,4,5.17,1,1,1,100,1,100,8,800,1,,,,,,1,10,999,0,0
17110,1880,188002,92797,10.32,,8,,1,1,10.33,1,53,1,100,0,0,36,3600,1,,,,,,1,10,650,239,24
120738,1930,193002,153718,20.05,1930001537182.0,8,23820803100.0,1,2,20.05,2,25,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
160069,1940,194001,236740,100.0,1940002367401.0,8,280845.0,1,3,100.0,2,5,1,100,0,0,8,800,1,0.0,,,,,1,10,999,0,0
32950,1900,190001,56656,19.12,1900000566561.0,8,12120800001.0,1,4,19.12,1,49,1,100,0,0,453,45300,5,2.0,4.0,,,2.0,1,10,650,206,24
117670,1930,193002,152739,20.05,1930001527392.0,8,23620803100.0,1,1,20.05,1,46,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,644,636,29
31501,1900,190001,56330,19.56,1900000563301.0,8,12020800001.0,1,3,19.56,2,12,1,100,0,0,465,46500,5,0.0,2.0,,,2.0,1,10,983,0,0
65210,1910,191002,1400001,100.0,1910014000011.0,8,11610803100.0,1,2,100.0,2,70,1,100,0,0,21,2100,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
135966,1930,193002,158236,19.91,1930001582362.0,8,24520807100.0,1,1,19.91,1,31,1,100,1,100,35,3500,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
31751,1900,190001,56380,19.56,1900000563801.0,8,12110800001.0,1,5,19.56,2,10,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,999,0,0
50220,1900,190001,61083,20.21,1900000610831.0,8,13010800001.0,1,1,20.21,1,52,1,100,0,0,150,15080,5,2.0,5.0,,,2.0,1,10,290,726,42
428,1870,187002,566901,87.8,1870005669012.0,8,9410800500.0,1,1,87.8,1,32,1,100,0,0,24,2400,1,2.0,,,,,1,10,100,105,14
40659,1900,190001,58605,20.3,1900000586051.0,8,12520800000.0,1,1,20.3,2,48,1,100,0,0,36,3600,4,0.0,0.0,,,2.0,1,10,999,0,0
45157,1900,190001,59698,19.46,1900000596981.0,8,12720800000.0,1,1,19.46,1,25,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,970,506,20
89959,1920,192001,1965701,142.73,1920019657011.0,8,16920809901.0,1,2,142.73,2,47,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,999,0,0
39568,1900,190001,58310,19.09,1900000583101.0,8,12420800002.0,1,12,19.09,1,0,1,100,1,100,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
90895,1920,192001,1987001,89.38,1920019870011.0,8,17120810900.0,1,7,89.38,1,9,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
101685,1930,193001,32372,100.95,1930000323721.0,8,25120812301.0,1,1,100.95,1,27,5,500,0,0,501,50100,5,3.0,3.0,48.0,4800.0,2.0,4,43,100,105,14
83451,1920,192001,1808401,107.06,1920018084011.0,8,15710802502.0,1,2,107.06,2,43,1,100,0,0,19,1900,2,0.0,0.0,,,2.0,1,10,999,0,0
133898,1930,193002,157694,20.42,1930001576942.0,8,24420806900.0,1,2,20.42,1,21,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
151142,1930,193002,162250,20.42,1930001622502.0,8,25120812302.0,1,1,20.42,1,42,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
18358,1880,188002,93175,10.32,,8,,1,2,10.33,2,33,1,100,0,0,26,2600,1,,,,,,1,10,995,0,0
59676,1900,190003,1034001,80.18,1900010340011.0,8,12310804301.0,1,4,80.18,1,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
67250,1910,191002,1448301,101.0,1910014483011.0,8,12020805501.0,1,3,101.0,1,40,2,200,0,0,37,3700,1,0.0,0.0,1.0,100.0,2.0,2,20,650,216,24
76081,1910,191003,1469401,71.71,1910014694011.0,8,12130807100.0,1,6,71.71,1,24,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1,10,533,506,33
108376,1930,193002,150071,19.99,1930001500712.0,8,23110801502.0,1,2,19.99,2,24,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,784,679,11
10504,1880,188002,90875,4.93,,8,,1,2,4.94,2,19,1,100,1,100,35,3500,1,,,,,,1,10,980,0,0
9249,1880,188002,90524,10.02,,8,,2,4,10.02,1,40,1,100,0,0,414,41400,5,,,,,,1,10,650,239,24
21314,1880,188002,93972,10.02,,8,,1,4,10.02,1,40,1,100,0,0,36,3600,1,,,,,,1,10,7,808,40
19147,1880,188002,93453,9.87,,8,,1,8,9.87,1,9,1,100,0,0,32,3200,1,,,,,,1,10,999,0,0
43851,1900,190001,59384,18.62,1900000593841.0,8,12710800000.0,1,10,18.62,1,24,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,820,105,9
105250,1930,193002,149152,19.67,1930001491522.0,8,23010800500.0,1,4,19.67,1,16,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,732,859,8
149098,1930,193002,161764,19.33,1930001617642.0,8,25110810500.0,1,2,19.33,2,54,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
161661,1940,194001,290138,100.0,1940002901381.0,8,319243.0,1,3,100.0,1,3,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
151722,1930,193002,162376,20.42,1930001623762.0,8,25210812300.0,1,3,20.42,2,4,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
164411,1940,194001,378927,100.0,1940003789271.0,8,19099.0,1,1,100.0,1,76,1,100,0,0,20,2000,1,0.0,,,,,1,10,999,0,0
107260,1930,193002,149726,20.42,1930001497262.0,8,23020801302.0,1,5,20.42,1,7,1,140,1,100,49,4900,4,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
16739,1880,188002,92686,10.32,,8,,4,1,10.33,1,37,1,100,0,0,453,45345,5,,,,,,1,10,752,836,7
72064,1910,191003,1375301,71.71,1910013753011.0,8,11410802900.0,1,2,71.71,2,38,1,100,0,0,150,15000,5,0.0,1.0,1.0,100.0,2.0,1,10,999,0,0
147682,1930,193002,161383,20.42,1930001613832.0,8,25010811502.0,1,6,20.42,1,11,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
100768,1930,193001,32142,100.95,1930000321421.0,8,24920810100.0,1,3,100.95,1,11,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
69953,1910,191002,1510801,100.0,1910015108011.0,8,12430810101.0,1,2,100.0,2,26,1,100,0,0,450,45000,5,0.0,2.0,24.0,2400.0,1.0,1,10,999,0,0
75031,1910,191003,1443801,71.71,1910014438011.0,8,12010805102.0,1,2,71.71,2,74,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
68819,1910,191002,1485101,101.0,1910014851011.0,8,12230807701.0,1,2,101.0,2,46,1,100,0,0,6,600,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
65193,1910,191002,1399501,101.0,1910013995011.0,8,11610803100.0,1,3,101.0,2,35,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1,10,764,836,18
163674,1940,194001,356703,100.0,1940003567031.0,8,575293.0,1,1,100.0,1,27,1,100,0,0,40,4000,0,0.0,,,,,1,10,100,105,14
126340,1930,193002,155526,19.95,1930001555262.0,8,24110804302.0,1,4,19.95,2,12,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
158954,1940,194001,197226,100.0,1940001972261.0,8,243810.0,1,2,100.0,2,38,1,100,0,0,42,4200,4,0.0,,,,,1,10,999,0,0
139636,1930,193002,159165,20.08,1930001591652.0,8,24710807700.0,1,4,20.08,1,14,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
28554,1900,190001,55496,19.56,1900000554961.0,8,11910800001.0,1,8,19.56,1,22,1,100,0,0,42,4200,4,0.0,0.0,,,2.0,1,10,490,0,24
61473,1900,190003,1075901,109.73,1900010759011.0,8,12720808900.0,1,2,109.73,2,35,1,100,0,0,29,2900,1,0.0,0.0,,,0.0,1,10,995,0,0
28311,1900,190001,55434,19.56,1900000554341.0,8,11910800001.0,1,2,19.56,2,70,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1,10,999,0,0
69965,1910,191002,1511001,100.0,1910015110011.0,8,12430810101.0,1,4,100.0,1,4,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
73048,1910,191003,1397402,71.71,1910013974021.0,8,11530803101.0,1,3,71.71,1,10,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
22445,1880,188002,94304,10.34,,8,,4,1,10.34,1,22,1,100,0,0,21,2100,1,,,,,,1,10,490,699,24
62567,1900,190003,1102901,107.41,1900011029011.0,8,13010811902.0,2,4,107.41,1,27,1,100,0,0,410,41000,5,2.0,4.0,,,2.0,1,10,650,206,24
77941,1910,191003,1511601,71.71,1910015116011.0,8,12440810100.0,1,3,71.71,2,8,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
159352,1940,194001,211410,100.0,1940002114101.0,8,245590.0,1,4,100.0,2,13,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
127285,1930,193002,155821,19.82,1930001558212.0,8,24120804101.0,1,2,19.82,2,32,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
93263,1930,193001,29999,100.95,1930000299991.0,8,23120802100.0,1,1,100.95,1,25,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
38123,1900,190001,57934,19.96,1900000579341.0,8,12410800002.0,1,11,19.96,1,26,1,100,0,0,48,4800,1,0.0,0.0,,,2.0,1,10,544,358,32
103620,1930,193002,148711,19.33,1930001487112.0,8,22920800300.0,1,2,19.33,2,45,1,100,0,0,31,3100,4,0.0,0.0,0.0,0.0,0.0,1,10,93,888,27
102317,1930,193001,32521,100.95,1930000325211.0,8,25220812502.0,1,1,100.95,1,20,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,100,105,14
136552,1930,193002,158373,19.91,1930001583732.0,8,24520807101.0,1,1,19.91,1,28,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,690,587,23
107355,1930,193002,149748,20.42,1930001497482.0,8,23110801300.0,1,1,20.42,1,38,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,554,206,30
54518,1900,190002,1039801,100.0,1900010398011.0,8,12320804100.0,2,7,100.0,1,47,1,100,0,0,405,40500,5,3.0,4.0,,,2.0,1,10,553,506,32
87440,1920,192001,1908102,103.55,1920019081021.0,8,16510805500.0,1,2,103.55,2,34,1,100,0,0,54,5400,1,0.0,0.0,,,2.0,1,10,999,0,0
26230,1900,190001,54928,19.56,1900000549281.0,8,11810800000.0,1,2,19.56,2,42,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,999,0,0
35379,1900,190001,57246,18.62,1900000572461.0,8,12210800003.0,1,6,18.62,2,3,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
26906,1900,190001,55095,19.56,1900000550951.0,8,11810800002.0,1,1,19.56,1,39,1,100,0,0,17,1700,4,0.0,0.0,,,2.0,1,10,100,105,14
