,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE
97671,1930,193001,31341,100.95,1930000313411.0,8,24310805500.0,1,7,100.95,2,19,1,140,1,100,8,800,2,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
153449,1930,193002,162807,20.68,1930001628072.0,8,25220812502.0,1,2,20.68,2,46,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
5986,1880,188002,89611,9.95,,8,,1,2,9.95,2,25,1,100,0,0,39,3900,3,,,,,,1,10,980,0,0
4829,1880,188002,89301,9.95,,8,,1,3,9.95,2,7,1,100,0,0,17,1700,4,,,,,,1,10,999,0,0
56393,1900,190002,1083601,100.0,1900010836011.0,8,12820810100.0,1,1,100.0,1,28,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1,10,542,506,37
97884,1930,193001,31388,100.95,1930000313881.0,8,24320805900.0,1,4,100.95,1,11,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
12895,1880,188002,91498,9.46,,8,,1,3,9.46,1,6,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
154599,1940,194001,31955,100.0,1940000319551.0,8,17807.0,1,2,100.0,2,39,1,100,0,0,20,2000,0,0.0,,,,,1,10,999,0,0
103060,1930,193002,148555,19.75,1930001485552.0,8,22910800101.0,3,1,19.75,1,28,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1,10,987,0,0
139426,1930,193002,159098,20.42,1930001590982.0,8,24620807502.0,1,3,20.42,1,10,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
105200,1930,193002,149137,19.67,1930001491372.0,8,23010800500.0,1,5,19.67,1,10,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
57521,1900,190003,987201,101.26,1900009872011.0,8,11710800501.0,4,1,101.26,1,5,1,100,0,0,17,1700,4,0.0,0.0,,,0.0,1,10,999,0,0
157424,1940,194001,154532,100.0,1940001545321.0,8,186674.0,1,2,100.0,2,56,1,100,0,0,31,3100,0,0.0,,,,,1,10,999,0,0
108981,1930,193002,150236,19.33,1930001502362.0,8,23120802100.0,1,5,19.33,2,12,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
41657,1900,190001,58889,19.12,1900000588891.0,8,12610800000.0,1,2,19.12,2,25,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,999,0,0
997,1880,188001,610102,82.33,1880006101021.0,8,8810800502.0,6,1,82.33,1,28,1,100,0,0,19,1900,1,,,,,,1,10,995,0,0
4864,1880,188002,89313,9.95,,8,,1,1,9.95,1,37,1,100,0,0,17,1700,1,,,,,,1,10,995,0,0
108357,1930,193002,150066,19.99,1930001500662.0,8,23110801502.0,1,1,19.99,2,46,1,100,0,0,450,45000,5,2.0,5.0,24.0,2400.0,2.0,1,10,999,0,0
50374,1900,190001,61121,20.21,1900000611211.0,8,13010800001.0,1,1,20.21,1,48,1,100,0,0,51,5100,1,0.0,0.0,,,2.0,1,10,43,898,46
15911,1880,188002,92495,5.17,,8,,1,1,5.17,1,44,2,210,1,100,35,3500,1,,,,,,2,21,100,105,14
70121,1910,191002,1514901,101.0,1910015149011.0,8,12510810300.0,1,2,101.0,2,57,1,100,1,100,29,2900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
53239,1900,190002,1012301,101.0,1900010123011.0,8,12010800502.0,1,3,101.0,1,11,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,983,0,0
82227,1910,191003,25575701,71.71,1910255757011.0,8,12530812102.0,1,1,71.71,1,31,1,100,0,0,55,5500,1,0.0,0.0,1.0,100.0,2.0,1,10,100,105,14
106789,1930,193002,149596,20.42,1930001495962.0,8,23020801301.0,1,6,20.42,1,11,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
35322,1900,190001,57235,18.62,1900000572351.0,8,12210800003.0,1,4,18.62,1,7,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
935,1880,188001,608601,82.33,1880006086011.0,8,8810800501.0,1,7,82.33,2,9,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
144256,1930,193002,160339,20.48,1930001603392.0,8,24910810100.0,1,1,20.48,1,60,1,100,0,0,27,2700,1,0.0,0.0,0.0,0.0,2.0,1,10,290,246,42
29966,1900,190001,55915,19.56,1900000559151.0,8,12010800001.0,1,3,19.56,2,31,1,100,0,0,36,3600,4,0.0,0.0,,,2.0,1,10,784,0,11
47046,1900,190001,60178,19.57,1900000601781.0,8,12820800001.0,1,2,19.57,2,52,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,999,0,0
129082,1930,193002,156408,19.99,1930001564082.0,8,24220804500.0,1,2,19.99,2,55,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,390,946,25
134186,1930,193002,157771,20.42,1930001577712.0,8,24420806901.0,1,5,20.42,1,5,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
22168,1880,188002,94252,10.34,,8,,1,3,10.34,1,14,1,100,0,0,8,800,1,,,,,,1,10,995,0,0
135936,1930,193002,158227,19.91,1930001582272.0,8,24520807100.0,1,4,19.91,2,3,1,140,1,100,8,800,1,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
160198,1940,194001,240695,100.0,1940002406951.0,8,268707.0,1,6,100.0,1,3,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
156370,1940,194001,112049,70.0,1940001120491.0,8,129027.0,1,10,70.0,2,78,1,100,0,0,29,2900,0,0.0,,,,,1,10,999,0,0
32647,1900,190001,56580,19.12,1900000565801.0,8,12120800000.0,1,1,19.12,1,42,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,490,699,24
102626,1930,193002,148400,19.75,1930001484002.0,8,22910800100.0,1,1,19.75,1,36,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
76875,1910,191003,1488301,71.71,1910014883011.0,8,12310808501.0,1,1,71.71,1,48,1,100,0,0,23,2300,1,0.0,0.0,1.0,100.0,2.0,1,10,100,105,14
81467,1910,191003,25553701,71.71,1910255537011.0,8,11810803101.0,1,1,71.71,1,31,1,100,0,0,9,900,1,0.0,0.0,1.0,100.0,2.0,1,10,683,526,25
154849,1940,194001,40489,100.0,1940000404891.0,8,63463.0,1,1,100.0,1,30,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
15851,1880,188002,92478,5.17,,8,,1,3,5.17,1,21,1,100,1,100,35,3500,1,,,,,,1,10,820,105,9
58600,1900,190003,1010001,101.26,1900010100011.0,8,12010800501.0,1,2,101.26,2,63,1,100,0,0,18,1800,1,0.0,0.0,,,2.0,1,10,995,0,0
79967,1910,191003,21129801,71.71,1910211298011.0,8,12010805102.0,1,3,71.71,2,23,1,100,0,0,426,42600,5,0.0,4.0,11.0,1100.0,1.0,1,10,999,0,0
45511,1900,190001,59798,19.4,1900000597981.0,8,12720800001.0,4,1,19.4,1,26,1,100,0,0,405,40500,5,3.0,1.0,,,2.0,1,10,970,997,20
78310,1910,191003,1521401,71.71,1910015214011.0,8,12520811301.0,1,1,71.71,1,44,1,100,0,0,405,40500,5,2.0,3.0,1.0,100.0,2.0,1,10,650,206,24
58364,1900,190003,1004501,101.26,1900010045011.0,8,11910800502.0,1,5,101.26,2,1,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
149541,1930,193002,161884,19.99,1930001618842.0,8,25110811901.0,1,1,19.99,1,67,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1,10,523,206,38
162780,1940,194001,327964,100.0,1940003279641.0,8,545566.0,4,1,100.0,2,25,1,100,0,0,31,3100,3,0.0,,,,,1,10,58,869,21
82570,1920,192001,1787301,89.38,1920017873011.0,8,15520800300.0,1,4,89.38,1,67,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,670,379,26
114238,1930,193002,151721,20.05,1930001517212.0,8,23420803100.0,1,3,20.05,1,19,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,761,836,20
105651,1930,193002,149280,19.67,1930001492802.0,8,23010800501.0,1,3,19.67,1,9,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
123317,1930,193002,154680,20.05,1930001546802.0,8,23920803101.0,1,1,20.05,2,62,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
154734,1940,194001,36165,100.0,1940000361651.0,8,16365.0,1,1,100.0,1,50,1,100,1,100,8,800,0,0.0,,,,,1,10,970,246,20
76451,1910,191003,1477601,71.71,1910014776011.0,8,12220807501.0,1,2,71.71,2,26,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
15399,1880,188002,92383,10.34,,8,,1,1,10.34,1,43,1,100,0,0,44,4400,1,,,,,,1,10,290,836,42
66573,1910,191002,1431401,100.0,1910014314011.0,8,11910804101.0,1,4,100.0,1,18,1,100,0,0,29,2900,1,0.0,0.0,1.0,100.0,2.0,1,10,970,246,20
37627,1900,190001,57816,19.96,1900000578161.0,8,12320800001.0,1,4,19.96,2,19,1,100,0,0,411,41100,5,0.0,3.0,,,2.0,1,10,983,0,0
20977,1880,188002,93874,5.17,,8,,1,2,5.17,2,26,1,100,1,100,35,3500,1,,,,,,1,10,980,0,0
79949,1910,191003,21129301,71.71,1910211293011.0,8,12010804500.0,1,2,71.71,2,66,1,100,0,0,51,5100,4,0.0,0.0,1.0,100.0,2.0,1,10,710,826,4
86444,1920,192001,1883701,90.21,1920018837011.0,8,16310804101.0,1,1,90.21,1,41,1,100,0,0,453,45300,5,2.0,5.0,,,2.0,1,10,290,679,42
140554,1930,193002,159404,20.08,1930001594042.0,8,24710807702.0,1,6,20.08,1,4,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
72822,1910,191003,1391701,71.71,1910013917011.0,8,11520803101.0,2,7,71.71,1,29,1,100,0,0,404,40400,5,4.0,2.0,1.0,100.0,2.0,1,10,510,379,24
30746,1900,190001,56116,19.56,1900000561161.0,8,12010800002.0,1,6,19.56,1,4,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
128653,1930,193002,156247,19.82,1930001562472.0,8,24210804102.0,1,1,19.82,2,46,1,100,0,0,26,2600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
50399,1900,190001,61129,20.21,1900000611291.0,8,13010800001.0,1,5,20.21,2,9,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
